analysis_id,outcome,measure,scenario,k,estimate,ci_low,ci_high,p_value,tau2,i2
1.1,ADAS-Cog scale at 18 months,MD,Biomarker-confirmed,8,-1.2603607387080376,-1.6051576600308726,-0.9155638173852025,5.543708634446001e-5,0,0
1.1,ADAS-Cog scale at 18 months,MD,Cochrane class pool,13,-1.0856713831974472,-1.513972871697102,-0.6573698946977925,1.3134111911677055e-4,0,0
1.1,ADAS-Cog scale at 18 months,MD,Currently active agents: lecanemab + donanemab,2,-1.395814056053547,-1.9882509519357727,-0.8033771601713214,3.878607336275516e-6,0,0
1.1,ADAS-Cog scale at 18 months,MD,Demonstrated clearance: >=10 CL,5,-1.2482033990966273,-1.737495602327178,-0.7589111958660765,0.0020975344888496815,0,0
1.1,ADAS-Cog scale at 18 months,MD,Response primary: clearing approved-generation trials,4,-1.3118700882666376,-1.77347609521229,-0.8502640813209852,0.0028545607524667915,0,0
1.3,ADAS-Cog scale above 24 months,MD,Biomarker-confirmed,2,-1.2670154834383593,-2.219629855240101,-0.31440111163661777,0.009138444036168814,0,0
1.3,ADAS-Cog scale above 24 months,MD,Cochrane class pool,2,-1.2670154834383593,-2.219629855240101,-0.31440111163661777,0.009138444036168814,0,0
1.3,ADAS-Cog scale above 24 months,MD,Demonstrated clearance: >=10 CL,2,-1.2670154834383593,-2.219629855240101,-0.31440111163661777,0.009138444036168814,0,0
1.4,MMSE scale at 18 months,MD,Biomarker-confirmed,7,0.8709530268258416,-0.5504904424339689,2.292396496085652,0.18446099696239757,1.7086764706744284,94.07806866531021
1.4,MMSE scale at 18 months,MD,Cochrane class pool,8,0.8491660202540409,-0.2972188485605277,1.9955508890686096,0.1233125510932536,1.2369972350038456,92.185820280217
1.4,MMSE scale at 18 months,MD,Currently active agents: lecanemab + donanemab,1,0.5700000000000003,0.14014632937020577,0.9998536706297948,0.009350224836172299,0,NA
1.4,MMSE scale at 18 months,MD,Demonstrated clearance: >=10 CL,4,0.3571813275838583,-0.18831872143405576,0.9026813766017723,0.1285357896952432,0.04576409731591151,35.16589789141264
1.4,MMSE scale at 18 months,MD,Response primary: clearing approved-generation trials,3,0.3760620115530059,-0.5803964814162018,1.3325205045222135,0.2327706546525998,0.07399872511758346,52.17774309573512
2.1,CDR-SB scale at 18 months,MD,Biomarker-confirmed,8,-0.3053058344254157,-0.6549196733530472,0.044308004502215836,0.07779505869558745,0.07296776781612903,70.77709381997417
2.1,CDR-SB scale at 18 months,MD,Cochrane class pool,9,-0.2916091699352105,-0.5827770296388439,-4.413102315771744e-4,0.04972794206433728,0.05821159810982466,65.78390042307639
2.1,CDR-SB scale at 18 months,MD,Currently active agents: lecanemab + donanemab,2,-0.5640644275317617,-0.8081205819637447,-0.32000827309977864,5.901620124870172e-6,0.01588388948729768,50.8284463593526
2.1,CDR-SB scale at 18 months,MD,Demonstrated clearance: >=10 CL,5,-0.31389709435151586,-0.7290074017606135,0.1012132130575818,0.10371351274856802,0.08022751588226375,77.84682289380306
2.1,CDR-SB scale at 18 months,MD,Response primary: clearing approved-generation trials,4,-0.38526287756618227,-0.8613981149280898,0.09087235979572533,0.0821309945244652,0.06808577081146662,78.36346559911865
2.3,CDR-SB scale above 24 months,MD,Biomarker-confirmed,2,-0.22751432080982503,-0.5168827865852184,0.06185414496556835,0.12331420475948286,0,0
2.3,CDR-SB scale above 24 months,MD,Cochrane class pool,2,-0.22751432080982503,-0.5168827865852184,0.06185414496556835,0.12331420475948286,0,0
2.3,CDR-SB scale above 24 months,MD,Demonstrated clearance: >=10 CL,2,-0.22751432080982503,-0.5168827865852184,0.06185414496556835,0.12331420475948286,0,0
3.1,DAD total score at 18 months,MD,Cochrane class pool,4,0.7424137711537498,-3.01091018604994,4.495737728357439,0.5737006232602254,2.690330122910305,47.77267168178479
3.2,ADCS-ADL score at 18 months,MD,Biomarker-confirmed,2,1.2569657532207583,0.08755052982404199,2.426380976617475,0.035143551051061615,0,0
3.2,ADCS-ADL score at 18 months,MD,Cochrane class pool,3,1.3153261832866292,0.6195253236913434,2.011127042881915,0.014781456439520418,0,0
3.4,ADCS-ADL score above 24 months,MD,Biomarker-confirmed,2,0.9542616730399138,-0.26516089548939625,2.173684241569224,0.12508528558903328,0,0
3.4,ADCS-ADL score above 24 months,MD,Cochrane class pool,2,0.9542616730399138,-0.26516089548939625,2.173684241569224,0.12508528558903328,0,0
3.4,ADCS-ADL score above 24 months,MD,Demonstrated clearance: >=10 CL,2,0.9542616730399138,-0.26516089548939625,2.173684241569224,0.12508528558903328,0,0
3.6,ADCS-iADL score at 18 months,MD,Biomarker-confirmed,1,1.75,0.8213410087695308,2.6786589912304692,2.212494383262123e-4,0,NA
3.6,ADCS-iADL score at 18 months,MD,Cochrane class pool,1,1.75,0.8213410087695308,2.6786589912304692,2.212494383262123e-4,0,NA
3.6,ADCS-iADL score at 18 months,MD,Currently active agents: lecanemab + donanemab,1,1.75,0.8213410087695308,2.6786589912304692,2.212494383262123e-4,0,NA
3.6,ADCS-iADL score at 18 months,MD,Demonstrated clearance: >=10 CL,1,1.75,0.8213410087695308,2.6786589912304692,2.212494383262123e-4,0,NA
3.6,ADCS-iADL score at 18 months,MD,Response primary: clearing approved-generation trials,1,1.75,0.8213410087695308,2.6786589912304692,2.212494383262123e-4,0,NA
7.1,NPI-Q score at 12 months,MD,Biomarker-confirmed,1,0.76,-1.6003089335954301,3.12030893359543,0.5279802213160714,0,NA
7.1,NPI-Q score at 12 months,MD,Cochrane class pool,1,0.76,-1.6003089335954301,3.12030893359543,0.5279802213160714,0,NA
7.2,NPI-Q score at 18 months,MD,Biomarker-confirmed,2,0.5676844941718961,-0.9668629836069913,2.1022319719507836,0.46841435523337066,0,0
7.2,NPI-Q score at 18 months,MD,Cochrane class pool,2,0.5676844941718961,-0.9668629836069913,2.1022319719507836,0.46841435523337066,0,0
